,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,bound sulfur dioxide,free sulfur dioxide,pH,sulphates,alcohol
537,6.1,0.28,0.25,12.9,0.054,155.0,34.0,3.25,0.43,9.0
1509,7.7,0.43,0.28,4.5,0.046,69.0,33.0,3.16,0.56,12.2
3203,6.4,0.24,0.23,2.0,0.046,103.0,30.0,3.12,0.54,11.4
5887,6.5,0.23,0.36,16.3,0.038,90.0,43.0,3.26,0.41,8.8
1525,7.4,0.33,0.26,2.6,0.04,86.0,29.0,3.07,0.52,11.8
2823,6.6,0.25,0.34,3.0,0.054,119.0,22.0,3.26,0.47,10.4
1588,7.8,0.2,0.28,10.2,0.054,108.0,78.0,3.14,0.46,10.0
1906,7.7,0.28,0.29,6.9,0.041,134.0,29.0,3.44,0.6,10.5
2256,6.5,0.18,0.41,14.2,0.039,82.0,47.0,3.28,0.72,10.3
3099,5.3,0.36,0.27,6.3,0.028,92.0,40.0,3.37,0.4,11.6
4637,6.1,0.28,0.27,8.0,0.048,121.0,41.0,3.21,0.51,9.9
5753,7.1,0.39,0.35,12.5,0.044,46.0,26.0,3.17,0.29,11.6
1523,6.7,0.24,0.29,6.8,0.038,73.0,54.0,3.33,0.46,11.6
3430,6.5,0.33,0.3,3.8,0.036,54.0,34.0,3.25,0.63,12.5
386,6.0,0.27,0.27,1.6,0.046,81.0,32.0,3.41,0.51,10.5
456,5.5,0.35,0.35,1.1,0.045,153.0,14.0,3.34,0.68,9.9
5186,6.4,0.43,0.32,1.4,0.048,57.0,10.0,3.08,0.41,11.4
5230,6.9,0.4,0.42,6.2,0.066,135.0,41.0,3.12,0.54,9.4
5695,7.6,0.27,0.24,3.8,0.058,96.0,19.0,3.15,0.45,8.9
4592,6.1,0.34,0.21,5.0,0.042,116.0,17.0,3.02,0.53,9.4
4763,8.6,0.31,0.3,0.9,0.045,93.0,16.0,2.95,0.39,10.1
85,7.1,0.23,0.35,16.5,0.04,111.0,60.0,3.16,0.59,9.1
5764,6.0,0.24,0.32,6.3,0.03,95.0,34.0,3.52,0.41,10.4
3165,6.6,0.17,0.28,1.1,0.034,53.0,55.0,3.0,0.52,11.9
1529,9.4,0.16,0.3,1.4,0.042,150.0,26.0,3.15,0.46,9.1
4794,7.1,0.26,0.19,8.2,0.051,134.0,53.0,3.16,0.52,9.7
2558,7.4,0.35,0.24,6.0,0.042,95.0,28.0,3.14,0.44,11.3
1097,8.3,0.21,0.4,1.6,0.032,75.0,35.0,3.02,0.6,12.9
3646,5.7,0.25,0.27,11.5,0.04,96.0,24.0,3.33,0.31,10.8
5053,5.6,0.35,0.37,1.0,0.038,66.0,6.0,3.37,0.34,11.4
3555,6.4,0.2,0.22,7.4,0.032,119.0,53.0,3.24,0.58,11.0
3766,6.0,0.31,0.27,2.3,0.042,101.0,19.0,3.32,0.41,12.7
885,6.5,0.19,0.1,1.3,0.046,84.0,23.0,3.29,0.45,10.0
5284,6.5,0.27,0.4,10.0,0.039,153.0,74.0,3.18,0.5,9.4
1386,6.9,0.25,0.24,1.8,0.053,115.0,6.0,3.23,0.7,11.4
1898,7.4,0.24,0.26,1.6,0.058,97.0,53.0,3.18,0.5,9.9
2207,6.6,0.41,0.16,1.4,0.037,132.0,28.0,2.95,0.45,10.6
4639,5.5,0.32,0.13,1.3,0.037,111.0,45.0,3.26,0.38,10.7
1371,7.5,0.19,0.49,1.6,0.047,98.0,42.0,3.4,0.47,10.7
397,6.8,0.32,0.21,2.2,0.044,53.0,15.0,3.17,0.39,9.4
5856,8.4,0.18,0.42,5.1,0.036,70.0,7.0,3.16,0.52,11.7
3926,6.7,0.24,0.26,5.4,0.03,79.0,15.0,3.15,0.38,12.7
5832,6.3,0.32,0.26,12.3,0.044,181.0,24.0,3.11,0.58,9.9
5014,6.4,0.3,0.16,7.5,0.05,136.0,55.0,3.17,0.49,9.0
1333,6.2,0.43,0.49,6.4,0.045,103.0,12.0,3.27,0.57,9.0
3360,6.7,0.26,0.49,8.1,0.052,149.0,48.0,3.19,0.48,9.5
1447,6.7,0.26,0.3,1.8,0.043,96.0,25.0,3.44,0.61,10.2
5732,6.4,0.28,0.44,7.1,0.048,130.0,49.0,3.15,0.48,9.2
389,6.3,0.23,0.31,1.5,0.022,71.0,11.0,3.3,0.4,12.9
3974,6.2,0.3,0.33,3.5,0.037,118.0,37.0,3.18,0.37,12.4
3111,6.5,0.28,0.25,4.8,0.029,74.0,54.0,3.17,0.44,12.2
1066,7.2,0.18,0.31,1.1,0.045,53.0,20.0,3.32,0.4,10.8
1120,6.4,0.31,0.4,6.2,0.04,123.0,46.0,3.15,0.46,9.3
4823,6.9,0.4,0.17,12.9,0.033,127.0,59.0,3.08,0.49,9.4
1145,7.3,0.23,0.37,1.9,0.041,114.0,51.0,3.26,0.4,12.2
3286,7.0,0.15,0.28,14.7,0.051,120.0,29.0,2.96,0.39,9.0
1511,6.5,0.18,0.26,1.4,0.041,101.0,40.0,3.34,0.72,9.5
3688,6.8,0.24,0.33,3.2,0.049,93.0,68.0,3.1,0.69,10.2
3237,6.4,0.16,0.44,1.2,0.051,83.0,39.0,3.11,0.75,11.3
4425,5.7,0.28,0.24,17.5,0.044,107.0,60.0,3.31,0.44,9.4
2634,6.7,0.14,0.46,1.6,0.036,77.0,15.0,3.37,0.49,10.9
1811,5.7,0.33,0.15,1.9,0.05,73.0,20.0,3.38,0.62,9.9
3192,6.6,0.3,0.25,8.0,0.036,103.0,21.0,3.06,0.38,10.8
4580,6.5,0.28,0.35,9.8,0.067,119.0,61.0,3.15,0.57,9.0
3075,6.4,0.3,0.36,2.0,0.052,123.0,18.0,3.38,0.53,10.5
1099,6.6,0.16,0.3,1.6,0.034,63.0,15.0,3.38,0.44,11.2
2011,6.5,0.28,0.35,9.8,0.067,119.0,61.0,3.15,0.57,9.0
3804,6.1,0.24,0.25,1.6,0.044,91.0,24.0,3.39,0.59,10.9
691,8.4,0.18,0.42,5.1,0.036,70.0,7.0,3.16,0.52,11.7
4684,6.4,0.33,0.44,8.9,0.055,112.0,52.0,3.1,0.48,9.6
582,6.0,0.36,0.16,6.3,0.036,155.0,36.0,3.17,0.62,9.8
3417,6.4,0.38,0.26,8.2,0.043,70.0,28.0,2.99,0.31,11.4
1013,7.6,0.21,0.44,1.9,0.036,109.0,10.0,3.01,0.7,12.8
1085,8.1,0.5,0.47,1.1,0.037,103.0,23.0,3.21,0.42,10.9
3981,6.7,0.48,0.49,2.9,0.03,94.0,28.0,3.13,0.4,13.0
1398,7.3,0.19,0.49,15.55,0.058,84.0,50.0,3.42,0.36,9.1
2021,8.3,0.26,0.31,2.0,0.029,127.0,14.0,2.95,0.77,12.2
3283,7.0,0.15,0.28,14.7,0.051,120.0,29.0,2.96,0.39,9.0
457,6.7,0.24,0.41,8.7,0.036,119.0,29.0,3.22,0.62,9.9
3287,7.0,0.15,0.28,14.7,0.051,120.0,29.0,2.96,0.39,9.0
378,7.1,0.32,0.32,11.0,0.038,50.0,16.0,3.24,0.4,11.5
1691,7.6,0.2,0.3,14.2,0.056,159.5,53.0,3.14,0.46,8.9
4496,6.5,0.43,0.28,12.0,0.056,151.0,23.0,3.31,0.55,9.3
4652,6.6,0.24,0.22,12.3,0.051,111.0,35.0,3.1,0.67,9.4
5467,9.4,0.29,0.55,2.2,0.05,102.0,17.0,3.12,0.69,10.3
715,8.7,0.23,0.32,13.4,0.044,134.0,35.0,3.12,0.47,8.8
1903,8.5,0.28,0.34,13.8,0.041,129.0,32.0,3.13,0.4,9.9
5315,6.1,0.37,0.2,7.6,0.031,121.0,49.0,3.22,0.48,9.5
5613,6.8,0.22,0.3,13.6,0.055,130.0,50.0,3.44,0.39,9.8
1279,6.7,0.62,0.24,1.1,0.039,56.0,6.0,3.41,0.32,10.4
3248,6.3,0.22,0.34,1.2,0.036,64.0,32.0,3.06,0.74,11.6
319,5.7,0.32,0.5,2.6,0.049,138.0,17.0,3.22,0.64,10.0
1967,7.4,0.33,0.26,15.6,0.049,143.0,67.0,3.06,0.68,9.5
4899,6.6,0.27,0.25,3.1,0.052,147.0,41.0,3.24,0.4,11.3
1577,7.4,0.44,0.2,11.5,0.049,113.0,44.0,3.27,0.44,9.0
5545,7.0,0.15,0.34,1.4,0.039,156.0,21.0,3.32,0.62,10.8
3467,6.1,0.27,0.32,6.2,0.048,114.0,47.0,3.22,0.6,11.0
1550,7.2,0.15,0.38,1.2,0.038,92.0,18.0,3.19,0.43,11.1
2904,5.1,0.21,0.28,1.4,0.047,100.0,48.0,3.5,0.49,10.4
5820,6.2,0.25,0.44,15.8,0.057,128.0,39.0,3.14,0.51,9.2
4597,6.4,0.15,0.29,1.8,0.044,94.0,21.0,3.1,0.38,10.2
559,6.8,0.22,0.37,1.7,0.036,157.0,38.0,3.35,0.72,12.5
3095,7.5,0.2,0.41,1.2,0.05,105.0,26.0,3.19,0.52,11.1
4063,4.8,0.13,0.32,1.2,0.042,58.0,40.0,3.42,0.64,11.8
5151,6.6,0.24,0.22,12.3,0.051,111.0,35.0,3.1,0.67,9.4
132,6.7,0.24,0.35,13.1,0.05,141.0,64.0,3.15,0.5,9.5
1495,7.4,0.23,0.25,1.4,0.049,98.0,43.0,3.42,0.54,10.2
3949,6.0,0.28,0.29,19.3,0.051,138.0,36.0,3.14,0.5,9.0
1757,6.7,0.31,0.31,4.9,0.031,131.0,20.0,3.36,0.82,12.0
4374,6.6,0.31,0.37,6.2,0.052,151.0,13.0,3.24,0.39,8.8
2791,6.8,0.21,0.4,6.3,0.032,81.0,40.0,3.18,0.53,12.0
5119,6.2,0.27,0.32,8.8,0.047,159.0,65.0,3.17,0.47,8.9
3709,6.7,0.41,0.27,2.6,0.033,60.0,25.0,3.05,0.34,11.7
58,6.8,0.3,0.23,4.6,0.061,188.0,50.5,3.32,0.6,9.5
3906,5.8,0.3,0.38,4.9,0.039,64.0,22.0,3.23,0.58,13.1
3552,6.8,0.27,0.22,17.8,0.034,100.0,16.0,3.07,0.53,9.2
3465,7.2,0.23,0.39,1.5,0.053,80.0,26.0,3.18,0.47,11.1
2929,6.9,0.38,0.29,13.65,0.048,137.0,52.0,3.0,0.6,9.5
2270,7.2,0.24,0.27,11.4,0.034,134.0,40.0,3.2,0.44,9.0
4398,5.5,0.18,0.22,5.5,0.037,76.0,10.0,3.46,0.44,12.2
1651,7.2,0.16,0.35,1.2,0.031,57.0,27.0,3.33,0.34,9.9
4803,8.4,0.22,0.28,18.8,0.028,75.0,55.0,2.96,0.35,11.6
4333,6.2,0.21,0.28,5.7,0.028,76.0,45.0,3.21,1.08,12.15
97,6.9,0.19,0.28,5.0,0.058,132.0,14.0,3.29,0.36,9.1
4783,6.5,0.25,0.35,12.0,0.055,132.0,47.0,3.58,0.47,10.0
2620,6.8,0.22,0.31,6.9,0.037,88.0,33.0,3.02,0.39,11.9
531,5.9,0.14,0.25,4.5,0.027,106.0,34.0,3.49,0.51,10.8
3485,6.0,0.34,0.32,3.8,0.044,103.0,13.0,3.39,0.44,11.8
4944,6.8,0.31,0.32,7.6,0.052,108.0,35.0,3.14,0.38,9.0
2217,6.8,0.26,0.24,1.9,0.043,84.0,70.0,3.18,0.52,10.5
5853,6.4,0.15,0.29,1.8,0.044,94.0,21.0,3.1,0.38,10.2
671,6.0,0.18,0.31,1.4,0.036,61.0,14.0,3.34,0.58,11.1
237,7.2,0.23,0.39,14.2,0.058,143.0,49.0,2.98,0.48,9.0
5763,6.1,0.28,0.35,12.8,0.048,166.0,63.0,3.08,0.4,8.9
581,6.1,0.36,0.16,6.4,0.037,162.0,36.0,3.17,0.62,9.9
4606,8.2,0.26,0.44,1.3,0.046,62.0,7.0,3.14,0.62,10.2
5137,6.9,0.38,0.28,8.3,0.062,144.0,22.0,3.16,0.72,10.6
5459,6.8,0.29,0.34,3.5,0.054,163.0,26.0,3.42,0.58,10.4
1866,6.9,0.32,0.13,7.8,0.042,106.0,11.0,3.23,0.37,9.2
441,5.8,0.36,0.32,1.7,0.033,74.0,22.0,3.03,0.38,11.2
1385,7.8,0.15,0.24,7.7,0.047,77.0,21.0,2.94,0.31,9.6
1202,7.1,0.26,0.31,2.2,0.044,99.0,29.0,3.34,0.64,10.9
4037,6.9,0.28,0.37,9.1,0.037,60.0,16.0,3.05,0.54,11.1
3987,6.8,0.23,0.39,16.1,0.053,123.0,71.0,3.18,0.64,10.2
3672,7.4,0.16,0.3,13.7,0.056,135.0,33.0,2.9,0.44,8.7
2232,7.3,0.32,0.29,1.5,0.038,112.0,32.0,3.2,0.55,10.8
3875,5.7,0.31,0.29,7.3,0.05,110.0,33.0,3.31,0.5,11.06666667
3354,6.3,0.4,0.24,5.1,0.036,88.0,43.0,3.24,0.44,11.3
5875,7.7,0.28,0.35,15.3,0.056,86.0,31.0,3.27,0.5,9.6
2560,6.4,0.12,0.3,1.1,0.031,57.0,37.0,3.01,0.56,11.7
4830,6.1,0.34,0.24,18.35,0.05,151.0,33.0,3.12,0.61,9.3
1505,6.7,0.27,0.25,8.0,0.053,148.0,54.0,3.22,0.43,9.3
5399,6.8,0.51,0.3,4.2,0.066,127.0,38.0,3.2,0.42,9.1
620,6.4,0.25,0.3,5.5,0.038,114.0,15.0,3.14,0.49,9.6
5517,6.9,0.54,0.32,13.2,0.05,183.0,53.0,3.2,0.5,9.6
4134,7.1,0.43,0.25,2.8,0.036,89.0,43.0,3.21,0.47,13.4
4319,6.1,0.32,0.28,6.6,0.021,103.0,29.0,3.15,0.36,11.45
432,7.3,0.26,0.36,5.2,0.04,110.0,31.0,3.16,0.59,11.0
2168,7.5,0.41,0.23,14.8,0.054,146.0,28.0,3.18,0.49,9.7
1474,9.2,0.23,0.3,1.1,0.031,59.0,40.0,2.94,0.3,10.4
3786,5.7,0.26,0.24,17.8,0.059,101.0,23.0,3.3,0.5,10.1
2912,5.8,0.17,0.36,1.3,0.036,59.0,11.0,3.43,0.68,10.4
1853,6.8,0.37,0.28,4.0,0.03,50.0,29.0,3.23,0.46,12.4
2466,5.3,0.16,0.39,1.0,0.028,61.0,40.0,3.57,0.59,10.6
1227,7.1,0.29,0.49,1.2,0.031,67.0,32.0,3.07,0.33,12.2
3128,5.8,0.14,0.15,6.1,0.042,96.0,27.0,3.06,0.6,9.9
2894,6.7,0.46,0.27,5.2,0.039,61.0,35.0,3.16,0.44,12.4
1215,9.2,0.28,0.49,11.8,0.042,108.0,29.0,3.1,0.34,10.1
3828,6.4,0.23,0.26,8.1,0.054,134.0,47.0,3.12,0.49,9.4
5270,8.2,0.36,0.29,7.6,0.035,85.0,37.0,3.16,0.34,12.0
1959,6.7,0.31,0.18,7.7,0.043,143.0,57.0,3.17,0.44,9.4
5106,7.3,0.22,0.37,15.5,0.048,133.0,70.0,3.25,0.77,9.4
4440,7.2,0.19,0.39,1.2,0.036,53.0,32.0,3.16,0.5,10.5
2479,6.2,0.23,0.23,1.2,0.018,110.0,18.0,3.05,0.28,10.6
5148,6.3,0.36,0.3,4.8,0.049,71.0,14.0,3.28,0.39,10.6
4131,6.0,0.29,0.41,10.8,0.048,94.0,55.0,3.09,0.59,10.96666667
1627,7.6,0.13,0.34,9.3,0.062,86.0,40.0,3.21,0.39,9.6
3836,7.3,0.19,0.27,13.9,0.057,110.0,45.0,2.94,0.41,8.8
159,6.6,0.15,0.34,5.1,0.055,91.0,34.0,3.36,0.42,9.6
169,7.0,0.16,0.32,8.3,0.045,88.0,38.0,3.21,0.34,9.2
427,6.0,0.24,0.27,1.9,0.048,130.0,40.0,3.64,0.54,10.0
4004,7.1,0.28,0.26,2.8,0.039,68.0,50.0,3.06,0.59,11.2
5889,6.6,0.34,0.34,2.6,0.051,169.5,40.5,3.15,0.61,10.0
3195,7.6,0.31,0.27,8.8,0.021,99.0,57.0,3.08,0.38,11.0
4560,6.9,0.33,0.28,1.3,0.051,150.0,37.0,3.27,0.6,10.3
2875,6.6,0.28,0.42,8.2,0.044,136.0,60.0,3.14,0.48,9.4
1686,7.5,0.38,0.5,12.8,0.042,127.0,57.0,3.09,0.46,9.0
1479,6.1,0.22,0.23,3.1,0.052,89.0,15.0,3.14,0.42,8.7
4734,7.2,0.47,0.16,5.9,0.048,111.0,14.0,3.09,0.49,9.8
3959,6.6,0.26,0.56,15.4,0.053,109.0,32.0,3.11,0.49,9.3
411,6.2,0.18,0.38,1.5,0.028,81.0,36.0,3.47,0.54,9.7
4547,6.4,0.35,0.2,5.7,0.034,99.0,18.0,3.33,0.43,10.1
716,6.0,0.2,0.24,1.8,0.03,75.0,30.0,3.31,0.47,11.5
3137,6.6,0.64,0.28,4.4,0.032,59.0,19.0,3.11,0.62,12.9
2222,6.8,0.18,0.3,12.8,0.062,152.0,19.0,3.0,0.52,9.0
5447,7.9,0.51,0.34,2.6,0.049,122.0,13.0,3.09,0.51,10.0
1176,6.9,0.28,0.41,1.7,0.05,126.0,10.0,3.16,0.71,11.4
5387,6.0,0.33,0.26,5.1,0.051,103.0,16.0,3.15,0.41,9.2
3999,6.7,0.23,0.17,1.3,0.061,86.0,14.0,3.07,0.55,9.5
2284,6.4,0.68,0.26,3.4,0.069,121.0,25.0,3.18,0.4,9.3
796,6.8,0.705,0.25,3.2,0.048,47.0,10.0,3.36,0.52,9.5
3758,6.7,0.11,0.26,14.8,0.053,51.0,44.0,3.2,0.35,9.8
654,7.8,0.29,0.22,9.5,0.056,169.0,44.0,3.08,0.61,9.3
4303,6.2,0.35,0.29,3.9,0.041,57.0,22.0,3.1,0.59,12.06666667
3353,6.8,0.41,0.3,8.8,0.045,103.0,28.0,3.12,0.59,9.9
3736,6.3,0.26,0.25,5.2,0.046,122.0,11.0,2.97,0.68,11.0
2947,7.2,0.22,0.28,7.2,0.06,91.0,41.0,3.08,0.59,11.3
5990,6.1,0.27,0.25,1.8,0.041,100.0,9.0,3.08,0.54,9.0
2451,6.5,0.22,0.45,8.0,0.053,144.0,52.0,3.23,0.48,9.1
3359,7.0,0.33,0.28,5.7,0.033,165.0,39.0,3.17,0.64,12.5
4813,6.7,0.42,0.46,9.7,0.054,167.0,67.0,3.23,0.5,9.0
2815,5.7,0.2,0.3,2.5,0.046,87.0,38.0,3.34,0.5,9.9
3910,6.3,0.305,0.22,16.0,0.061,115.0,26.0,3.08,0.5,9.1
1679,6.3,0.41,0.3,3.2,0.03,115.0,49.0,3.53,0.79,11.7
68,7.1,0.2,0.34,16.0,0.05,115.0,51.0,3.21,0.6,9.2
3019,6.7,0.3,0.44,18.5,0.057,159.0,65.0,3.11,0.53,9.1
3412,7.2,0.24,0.36,2.0,0.029,42.0,21.0,3.13,0.63,12.5
4680,6.1,0.3,0.47,1.4,0.049,137.0,50.0,3.19,0.45,9.5
2568,6.6,0.23,0.3,14.9,0.051,85.0,33.0,3.04,0.54,9.0
4619,6.6,0.17,0.28,1.8,0.042,116.0,62.0,3.15,0.42,10.2
3258,6.6,0.28,0.23,10.4,0.049,145.0,45.0,3.12,0.51,8.8
3439,4.7,0.455,0.18,1.9,0.036,73.0,33.0,3.21,0.83,14.0
1446,6.3,0.26,0.29,2.2,0.043,140.0,35.0,3.38,0.43,11.6
4985,7.1,0.37,0.32,1.4,0.037,99.0,27.0,3.19,0.62,12.0
1739,5.5,0.14,0.27,4.6,0.029,82.0,22.0,3.34,0.44,9.0
4478,6.6,0.32,0.24,1.3,0.06,161.5,42.5,3.59,0.51,9.2
2528,6.9,0.22,0.31,6.3,0.029,90.0,41.0,3.08,0.49,10.8
1911,6.9,0.23,0.33,12.8,0.056,125.0,44.0,3.42,0.42,9.8
4305,7.1,0.23,0.39,13.7,0.058,146.0,26.0,2.9,0.46,9.0
5397,7.9,0.28,0.32,3.6,0.038,67.0,9.0,3.05,0.31,11.7
4297,7.0,0.36,0.35,2.5,0.048,94.0,67.0,3.05,0.56,11.1
761,6.9,0.21,0.28,2.4,0.056,110.0,49.0,3.02,0.47,8.8
3825,7.4,0.38,0.34,8.3,0.052,124.0,44.0,3.11,0.52,9.2
3523,6.8,0.14,0.35,1.5,0.047,77.0,40.0,3.07,0.72,11.1
3361,7.3,0.24,0.3,2.5,0.042,73.0,31.0,3.05,0.56,11.3
3813,6.4,0.27,0.3,1.6,0.04,67.0,19.0,3.32,0.65,11.5
5844,6.9,0.43,0.28,9.4,0.056,154.0,29.0,3.17,0.43,9.4
2631,7.1,0.47,0.29,14.8,0.024,120.0,22.0,3.12,0.48,12.0
957,5.7,0.1,0.27,1.3,0.047,79.0,21.0,3.27,0.46,9.5
2078,6.3,0.41,0.16,0.9,0.032,73.0,25.0,3.16,0.42,9.5
2666,6.5,0.36,0.38,10.2,0.028,62.0,20.0,3.1,0.43,12.1
2517,6.2,0.36,0.14,8.9,0.036,117.0,38.0,3.27,0.5,9.4
5592,8.3,0.4,0.38,1.1,0.038,60.0,15.0,3.03,0.43,9.2
1893,7.7,0.39,0.34,10.0,0.056,143.0,35.0,3.26,0.6,10.2
2940,5.3,0.32,0.23,9.65,0.026,93.0,26.0,3.18,0.53,12.2
1373,6.2,0.2,0.49,1.6,0.065,126.0,17.0,3.22,0.52,9.2
4842,6.6,0.26,0.56,15.4,0.053,109.0,32.0,3.11,0.49,9.3
467,7.8,0.28,0.34,1.6,0.028,86.0,32.0,3.0,0.38,12.1
2518,6.5,0.22,0.32,2.2,0.028,56.0,36.0,3.27,0.59,11.9
5078,9.0,0.55,0.3,8.1,0.026,57.0,14.0,2.94,0.36,11.8
3631,6.2,0.35,0.2,18.1,0.069,125.0,33.0,3.15,0.5,8.8
240,7.2,0.23,0.39,14.2,0.058,143.0,49.0,2.98,0.48,9.0
2906,6.0,0.26,0.33,4.35,0.04,65.0,15.0,3.29,0.5,12.7
2426,5.8,0.32,0.31,2.7,0.049,128.0,25.0,3.44,0.73,12.2
2844,7.4,0.19,0.31,14.5,0.045,154.0,39.0,3.1,0.5,9.2
1721,9.0,0.55,0.3,8.1,0.026,57.0,14.0,2.94,0.36,11.8
1826,7.1,0.22,0.32,16.9,0.056,109.0,49.0,3.37,0.38,9.6
632,7.2,0.29,0.4,7.6,0.024,121.0,56.0,3.04,0.32,11.5
2421,5.6,0.15,0.31,5.3,0.038,71.0,8.0,3.3,0.39,10.5
4515,7.4,0.24,0.29,10.1,0.05,84.0,21.0,3.13,0.35,9.5
2911,6.6,0.17,0.28,1.8,0.042,116.0,62.0,3.15,0.42,10.2
1444,6.9,0.18,0.3,2.0,0.038,151.0,39.0,3.32,0.37,12.2
4490,7.5,0.32,0.26,1.8,0.042,120.0,13.0,3.07,0.38,9.5
3927,6.9,0.56,0.26,10.9,0.06,138.0,55.0,3.21,0.44,9.4
4987,5.3,0.23,0.56,0.9,0.041,95.0,46.0,3.16,0.62,9.7
3603,7.0,0.2,0.4,1.1,0.058,63.0,30.0,3.03,0.38,9.2
122,6.9,0.25,0.3,4.1,0.054,93.0,23.0,2.99,0.38,9.4
5870,7.7,0.26,0.32,1.2,0.04,91.0,26.0,3.21,0.56,10.8
5440,6.9,0.28,0.4,8.2,0.036,80.0,15.0,3.17,0.33,10.2
2692,5.1,0.33,0.27,6.7,0.022,85.0,44.0,3.36,0.39,11.0
5537,6.3,0.36,0.2,2.0,0.048,143.0,48.0,3.17,0.51,9.6
2582,6.1,0.38,0.42,5.0,0.016,82.0,31.0,3.15,0.31,12.4
5162,6.9,0.35,0.55,11.95,0.038,89.0,22.0,3.11,0.29,9.7
4171,6.7,0.35,0.32,9.0,0.032,84.0,29.0,3.13,0.65,12.9
3446,6.7,0.31,0.3,2.4,0.038,53.0,30.0,3.09,0.36,12.8
2483,5.8,0.21,0.32,1.6,0.045,57.0,38.0,3.23,0.94,12.4
821,6.6,0.13,0.3,4.9,0.058,84.0,47.0,3.51,0.45,10.3
505,5.9,0.27,0.29,11.4,0.036,84.0,31.0,3.35,0.48,10.5
213,6.4,0.23,0.39,1.8,0.032,95.0,23.0,3.32,0.5,11.8
2109,6.3,0.2,0.26,1.6,0.027,105.0,36.0,3.53,0.56,10.8
3073,6.3,0.22,0.28,2.4,0.042,64.0,38.0,3.14,0.37,11.6
1448,7.9,0.29,0.36,11.1,0.033,165.0,43.0,3.14,0.46,10.3
703,7.3,0.25,0.36,2.1,0.034,147.0,30.0,3.25,0.4,11.9
2443,6.4,0.14,0.31,1.2,0.034,85.0,53.0,3.38,0.35,11.5
3243,7.4,0.22,0.26,8.8,0.027,89.0,23.0,2.98,0.41,11.4
2730,5.6,0.19,0.27,0.9,0.04,51.0,52.0,3.5,0.39,11.2
955,6.5,0.115,0.29,1.95,0.038,93.0,73.0,3.12,0.25,12.9
3394,7.3,0.25,0.26,7.2,0.048,155.0,52.0,3.12,0.37,9.2
3212,6.8,0.18,0.32,7.2,0.047,92.0,17.0,3.42,0.44,10.4
5978,7.7,0.28,0.35,15.3,0.056,86.0,31.0,3.27,0.5,9.6
5018,7.1,0.25,0.28,1.2,0.04,80.0,31.0,3.18,0.53,11.1
968,9.0,0.31,0.49,6.9,0.034,65.0,26.0,2.99,0.34,11.5
4137,8.0,0.23,0.41,1.1,0.048,115.0,35.0,3.09,0.47,11.2
863,6.8,0.19,0.32,7.05,0.019,134.0,54.0,3.25,0.37,11.1
5465,7.5,0.17,0.37,1.5,0.06,57.0,18.0,3.54,0.88,10.7
1213,5.8,0.17,0.3,1.4,0.037,75.0,55.0,3.29,0.38,11.3
1801,6.0,0.27,0.15,1.5,0.056,93.0,35.0,3.12,0.45,8.8
3164,7.2,0.16,0.29,1.0,0.031,83.0,40.0,3.12,0.4,12.1
5886,6.5,0.315,0.2,6.6,0.041,117.0,9.0,2.94,0.51,8.8
2774,8.3,0.16,0.37,7.9,0.025,69.0,38.0,2.93,0.37,11.9
5994,7.6,0.27,0.32,1.2,0.043,49.0,23.0,3.06,0.68,10.5
933,7.9,0.29,0.39,6.7,0.036,111.0,6.0,3.12,0.42,10.7
2129,6.1,0.27,0.31,1.5,0.035,66.0,17.0,3.32,0.44,11.1
5965,8.4,0.18,0.42,5.1,0.036,70.0,7.0,3.16,0.52,11.7
4818,6.1,0.27,0.3,16.7,0.039,123.0,49.0,3.4,0.45,9.4
2274,9.2,0.14,0.37,1.1,0.034,48.0,36.0,3.05,0.55,11.6
779,6.7,0.25,0.33,2.9,0.057,121.0,52.0,3.02,0.48,9.5
4015,6.8,0.17,0.17,5.1,0.049,56.0,26.0,3.0,0.38,9.8
3954,6.6,0.18,0.26,17.3,0.051,132.0,17.0,3.0,0.43,9.4
4317,5.8,0.23,0.31,4.5,0.046,82.0,42.0,3.31,0.64,10.8
2507,6.2,0.21,0.26,13.1,0.05,91.0,59.0,3.31,0.46,9.0
1647,9.2,0.71,0.23,6.2,0.042,78.0,15.0,2.89,0.34,10.1
661,5.8,0.34,0.16,7.0,0.037,90.0,26.0,3.46,0.45,10.0
298,7.3,0.22,0.37,14.3,0.063,143.0,48.0,2.89,0.38,9.0
2637,6.0,0.24,0.33,2.5,0.026,54.0,31.0,3.13,0.5,11.3
3871,6.1,0.34,0.21,5.0,0.042,116.0,17.0,3.02,0.53,9.4
4419,6.8,0.27,0.22,17.8,0.034,100.0,16.0,3.07,0.53,9.2
3129,4.8,0.21,0.21,10.2,0.037,95.0,17.0,3.66,0.48,12.2
266,6.6,0.24,0.35,7.7,0.031,99.0,36.0,3.19,0.37,10.5
5200,7.4,0.44,0.2,11.5,0.049,113.0,44.0,3.27,0.44,9.0
938,9.2,0.22,0.4,2.4,0.054,133.0,18.0,3.04,0.46,9.3
1952,8.5,0.19,0.56,17.3,0.055,122.0,47.0,3.07,0.67,9.3
2038,7.4,0.34,0.3,14.9,0.037,99.0,70.0,3.25,0.37,10.4
3805,5.9,0.25,0.24,7.4,0.044,92.0,21.0,3.38,0.58,10.5
616,6.2,0.25,0.48,10.0,0.044,162.0,78.0,3.25,0.47,9.5
